,_id,Title,Company,Location,Salary,Description,Date,Job_Search,Department_Search,city,cp,salary_min,salary_max,salary_type,salary_mean,salary_label_quartiles,salary_label_percentile,label_3_mean,label_min_max,salary_label_tertiles
148,p_4747d46ac61f7502,Lead développeur Ruby – Grosse levée de fond,Konekt,Paris (75),60 000 € - 70 000 € par an,"Description de l'emploi Forte d'une levée massive en 2019, mon client souhaite asseoir son statut de référent avec de réelles ambitions techniques. A ce titre, ils sont à la recherche d'un profil Lead développeur Ruby. DESCRIPTION En tant que lead développeur, vous rejoindrez l'une des équipes agiles, composées de 4 à 5 développeurs, d'un Product Manager et d'un UX designer / intégrateur. Vos principales missions seront : Participer au développement de nouvelles fonctionnalités et évolutions réparties sur chaque équipe au sein de sprints de 2 semaines. Prendre le lead et contribuer aux projets de plus longue durée, tant pour la roadmap produit que pour l'évolution technique de la plateforme (architecture, scalabilité…) Participer à la maintenance de l'application (améliorations mineures, résolution de bugs, support) Participer aux revues de code et apporter son support au reste de l'équipe A l'instar de tout membre de l'équipe, être force de proposition et contribuer à notre amélioration continue : organisation, processes, qualité et maintenabilité du code, refactoring… Votre expérience sera particulièrement mise à profit pour développer l'expertise de l'équipe : Proposer et mettre en œuvre de nouvelles pratiques de qualité et de maintenabilité, nouveaux patterns Mentoring des profils juniors et expérimentés PROFIL RECHERCHE Vous avez au-moins 5 ans d'expérience professionnelle dans le développement Vous maîtrisez parfaitement les principes du développement web fullstack (HTML / CSS, JS, backend) Vous avec une excellente maîtrise et une expérience significative sur un framework backend MVC (Ruby on Rails, Django, Symphony, Laravel…) Vous avez une bonne connaissance de Javascript (développement de composants frontend – type jQuery, React, Vue.js), vous connaissez les principaux frameworks MVC (par ex. Angular) Vous avez une bonne expérience des langages dynamiques non typés (Ruby, Python…) Vous avez une solide culture de qualité de développement et des bonnes pratiques Vous avez une expérience significative dans le développement d'application web complexes, les problèmes d'architecture et de maintenabilité du code Les plus : Vous avez fait une formation longue de mathématiques appliquées / informatique, idéalement ingénieur Vous avez une bonne expérience des composants de notre stack technique (ci-dessous) Vous avez une expérience significative de développement sur une application monolithique STACK TECHNIQUE Ruby on Rails MySQL, ElasticSearch, Redis Nginx / Passenger Git, déploiement automatisé (Capistrano) et intégration continue (CircleCI) et aussi : Sinatra, PostgreSQL, Vue.js…",07/09/2019,Développeur,75,Paris,75,60000.0,70000.0,annually,65000.0,3,2,1,2,3
149,p_47c71dfe417409c8,Architecte Logiciel Cloud / Data H/F,EXTERNATIC,Bordeaux (33),70 000 € - 80 000 € par an,"DESCRIPTION DE L'OFFRE Externatic, le hub d’opportunités web, mobile, informatique et électronique dans l’ouest! Cabinet de recrutement des métiers du numérique, nous vous accompagnons dans votre recherche de postes UNIQUEMENT chez des clients finaux (startup, éditeur, DSI, agences digitales, etc) : exit les SSII ! Car ce ne sont pas les opportunités qui manquent, nous vous aidons dans la sélection de l’entreprise qui vous correspond le mieux en termes de projet et de valeurs ! Nous accompagnons aujourd’hui le développement de l’entreprise MirambeauAppCare – et son produit phare, DiabiLive. Startup française de la E-Santé fondée en 2017, primée d’abord par le prix du Président de la République du concours Lépine International PARIS 2016 puis par le prix Innovation Awards du CES de Las Vegas en 2018, MirambeauAppCare édite DiabiLive, solution innovante de suivi des patients diabétiques s’adressant à la fois aux professionnels de santé, aux patients et à leurs aidants. Certifiée dispositif médical de classe 2B marqué CE, DiabiLive transforme le quotidien des patients diabétiques grâce à l’adaptation automatisée et multifactorielle de leur protocole thérapeutique : relevés glycémiques, activité sportive, nutrition, état d’esprit, et bien d’autres. Grâce à la vision globale de ses créateurs, DiabiLive embarque dans son modèle les nouveaux usages de télésurveillance, de télé-expertise, de télémédecine qui élargissent l’accès aux soins au profit d’un plus grand nombre de patients, en dépassant les frontières des déserts médicaux et des zones défavorisées. A ce titre, DiabiLive est une réponse innovante et internationale - aux valeurs humanistes - aux enjeux globaux de Population Health Management. Après une première phase de validation de son MVP, MirambeauAppCare accélère son développement et entame une phase d’industrialisation de sa plateforme autour des axes suivants : intégration de nouvelles pathologies chroniques, mise à disposition de nouveaux modules applicatifs transverses et création de sa Data Platform. Dans ce cadre et dans un contexte de R&D à la pointe de la technologie (Cloud, IoT, BigData, intelligence artificielle, Blockchain), MirambeauAppCare renforce ses équipes et recherche un Architecte logiciel Cloud / Data H/F. Grâce à votre bagage technique avancé et vos précédentes expériences en tant qu’architecte logiciel, vous aurez en charge le prototypage, la conception et l’évolution de la plateforme de nouvelle génération de MirambeauAppCare. Vous définissez l’architecture technique globale, les API, les modèles et les interfaces des services applicatifs et de la Data Platform de MirambeauAppCare, dans un contexte de scalabilité internationale et de Cloud hybride dédié aux données de santé. A ce titre, vous préparez le terrain pour la mise en œuvre de services métier à forte valeur ajoutée basés sur l’intelligence artificielle, le BigData, la blockchain. Vous aurez ainsi en charge le design, la conception le prototypage et la participation à ’implémentation de cette plateforme distribuée dans une logique de scalabilité et d’optimisation permanente. Votre vision globale de concepteur d’architecture sera essentielle et centrale dans la prise de décision sur tous les aspects techniques du BUILD de la plateforme actuelle et future. Sous la responsabilité du Directeur R&D, et en étroite collaboration avec l’équipe Innovation Produit, avec l’équipe R&D et avec l’hébergeur Cloud, vous aurez notamment en charge : La définition de l’architecture cible et la trajectoire d’évolution de la plateforme actuelle vers cette nouvelle architecture L’étude, la conception et le prototypage des nouvelles briques techniques à intégrer L’accompagnement technique de l’équipe R&D sur l’ensemble Les revues de code, notamment sur les parties sensibles de l’architecture Le développement de certaines parties sensibles de l’architecture et d’outils associés La diffusion des bonnes pratiques (coding conventions, code review guidelines, code of conduct, …) La rédaction des documentations techniques de l’architecture La participation active au processus d’amélioration continue La contribution et le support aux audits de certification et à l’évolution du système de management de la qualité Environnement technologique : Architectures distribuées, microservices, Kappa, containerisation, CQRS, CQRS-ES, Big Data, NoSQL, KV stores, NodeJS, Ruby Compétences nécessaires : Kafka, Hadoop, HDFS, MongoDB, PostgreSQL, Ruby, NodeJS, Docker, Kubernetes, Cloud AWS / GCP Compétences appréciées : Kafka streams, Spark, Scala, Python, Hive, Pig, HBase, Reddis, RocksDB, Rancher, Machine Learning, Deep Learning, Blockchain Les « + » du poste : Des produits ultra-innovants, une startup dédiée au monde la e-santé, de la télémédecine / télé-expertise, orientée « Homme » et centrée sur le patient. Challenge « from scratch »: contribuez au développement du produit et de la marque Une rémunération attractive : estimée à 70 à 80K€ / an, selon votre parcours et vos compétences PROFIL REQUIS Titulaire d’un diplôme d’ingénieur / Master’s degree (Bac+5), vous justifiez au minimum de 10 années d’expériences sur des postes techniques à dominante web et ou mobile (idéalement chez un éditeur de logiciels), dont les 5 dernières années au poste d’architecte logiciel Cloud. Vous disposez d’un excellent background technique et d’une large culture des nouvelles technologies et du développement Web et Mobile. Vous êtes passionné de nouvelles technologies, en veille permanente, curieux et créatif. Vous êtes capable de tester rapidement et en autonomie de nouveaux frameworks, outils, technologies, à travers la réalisation de « proof of concept ». Vous maîtrisez parfaitement les architectures de services, la containerisation et le clustering, la modélisation et les principales technologies data / big data. Vous justifiez impérativement d’une expérience réussie de conception d’une data platform. Vous savez composer avec la complexité variable et unique de chaque projet, et êtes en mesure de bien saisir les enjeux métiers et les problématiques de Data Intelligence. Dans un contexte de développement international, vous êtes à l’aise quand vous devez vous exprimer à l’oral en anglais. Vous êtes par ailleurs parfaitement à l’aise à l’écrit avec l’anglais technique.",07/09/2019,Data,Gironde,Bordeaux ,33,70000.0,80000.0,annually,75000.0,3,2,1,2,3
150,p_4903e0ad3129c140,Développeur Fullstack Java Angular F/H,Algofi,Paris (75),40 000 € - 68 000 € par an,"La mission de gestion Back Office Crédits Internationaux/ Financements structurés - consiste en la gestion opérationnelle des dossiers de financements structurés ( Crédits Financiers, Crédits Acheteurs, Crédits Fournisseurs) provenant des métiers de divers métiers CIB Energy & Commodity Finance ; Asset Finance : Real Estate, Transportation, Export Finance; Project & Leveraged Finance, Corporate Acquisition Finance, Global Transaction Banking et Loan Syndications, Corporate Loan Book CTBE et RPM ) et métiers de la banque retail (financing solutions). Descriptif du poste Au sein du département Financements Structurés d’une grande banque d’investissement, vous intégrerez un vaste programme consistant en la refonte complète du poste Front-Office pour l’activité Financement de la banque. Le projet est réalisé en méthodologie Agile / SCRUM et s’oriente autour de plusieurs valeurs fondamentales qu’il conviendra de porter tout au long des réflexions et des propositions de solutions Ecrans intuitifs pour les utilisateurs Intégration complète des processus et règles métier afin de guider l’utilisateur Principe du front-to-back et du single-input. Espace collaboratif pour les différents intervenants Développement en mode « Continous Delivery » Au sein de votre équipe, vous serez à contribuer à : Livraison régulière des fonctionnalités Mise en œuvre des pratiques DDD, TDD, BDD Suivi en entité (dev – prod) et méthodes de travail agiles. Pratique de la revue de code intra équipe et cross équipe. Conduite du changement au travers : d’ateliers : Coding Dojo, BBL, KATA; de la documentation : Documents Word, PPT, Github; Elaboration des solutions d’implémentation des fonctionnalités Contribution au SDP et revue d’architecture Communication sur les solutions techniques mises en œuvre et vulgarisation Les développements doivent : Fonctionner dans tous les environnements Respecter les critères d’acceptance fonctionnelle Respecter les critères du monitoring Respecter les normes et standards de qualité édictés sur le périmètre La production doit fonctionner tout le temps et suivi de façon prioritaire à la résolution des incidents et problèmes de production. Vérification que les « builds buildent » et mise en œuvre des actions permettant de revenir à un état stable Compréhension du besoin utilisateur et apport de solutions Analyse des erreurs et suivi à l’amélioration continue Suivi mises en production. Suivi des estimations Veille technologique et aux nouvelles pratiques émergentes Maintien des outils développés en interne  Environnement technique Technologies : Java 8, Spring, Angular 6, ElasticSearch, RabbitMQ, DOCKER, Jenkins Architecture : Microservices Méthodologie : Scrum, Kanban Bonnes pratiques : TDD, BDD, DDD, XP Fonction(s) de référencement Informatique de gestion - Informatique web, sites et portails Internet Description du profil Niveau d’expérience : 5 ans minimum. Ingénieur en Informatique / Bac+5 en Informatique Expertise en Java, bonne connaissance du framework Angular versions 2+ L’approche « Software craftsmanship » : bonnes pratiques de développement (TDD / BDD / DDD / Clean code) L’esprit « Craftman » et la personnalité seront des atouts majeurs pour le poste",02/10/2019,Développeur,75,Paris,75,40000.0,68000.0,annually,54000.0,3,1,0,1,3
151,p_49c0e878752ef08a,Développeur WinDev H/F,AXEMPLOI Recrutement,Nantes (44),30 000 € - 40 000 € par an,"DEVELOPPEUR WINDEV H/F Vous interviendrez sur des développements en WinDev sur des ERP et configurateurs de commandes. Apportez votre bagage d'expérience et de compétences L'équipe d'une vingtaine de développeurs vous accueillera. L'entreprise : Nantes, 44, Loire-Atlantique, Pays-de-Loire : des immeubles neufs, des appartements résidentiels, des programmes immobiliers d'envergure seront équipés de garde-corps, de menuiseries aluminium, balcons, portails pour leur sécurité et esthétique. Dans cette dynamique très porteuse, la demande de développements spécifiques en WinDev est enrichie de la créativité des industriels de ce secteur pour optimiser leurs logiciels de production. Votre profil : (H/F) de formation supérieure en informatique les développements en WinDev n'ont plus de secrets pour vous. Échanger en anglais avec des interlocuteurs internationaux ajoute à votre sens de la communication. Quelques déplacements très ponctuels en France agrémenteront votre goût pour la découverte. Tenté(e) par cette évolution en CDI, vous bénéficierez d'une reconnaissance salariale évolutive et qualitative, des horaires personnalisés, des locaux où le bonheur dans l'entreprise est une réalité. Cette création de poste est faite pour vous ! Missionné en exclusivité, Axemploi accueillera votre candidature et vous répondra confidentiellement. Type d'emploi : CDI Salaire : 30 000,00€ à 40 000,00€ /an",17/09/2019,Développeur,Loire-Atlantique,Nantes ,44,30000.0,40000.0,annually,35000.0,0,0,2,0,1
152,p_4a8de9943286ee98,Développeur informatique H/F,ActinG RH,Saint-Didier-au-Mont-d'Or (69),30 000 € - 40 000 € par an,"Notre client, Société d’Ingénierie Informatique située à Lyon Ouest, recrute dans le cadre de son développement un Développeur WinDev (F/H). En interaction avec l’équipe ERP, vous participez à l’évolution et à la maintenance des applications de nos clients sous WINDEV. Vous serez ainsi amené(e) à : Définir les spécifications techniques Concevoir, développer les applications Conduire les tests unitaires et d’ensemble Assurer la maintenance corrective et évolutive Produire la documentation technique des applications développées Participer aux réunions de suivi, à l’assistance technique de nos clients Être force de proposition Profil recherché : Issu d’une formation supérieure (BTS, DUT, Ecole d’ingénieur…), vous bénéficiez d’une expérience significative en entreprise dans le domaine informatique avec une connaissance en WinDev, idéalement PHP. La connaissance du secteur Industriel est un réel plus. Rigoureux et méthodique, vous avez la volonté de produire des services de qualité en respect des plannings de développement. Vous faites preuve d’autonomie et êtes doté d’une bonne capacité d’analyse. Vous mettez vos compétences techniques à profit afin de résoudre des problématiques métiers. Un bon relationnel client est primordial. Type d'emploi : CDI Salaire : 30 000,00€ à 40 000,00€ /an",05/10/2019,Développeur,Rhône,Saint-Didier-au-Mont-d'Or ,69,30000.0,40000.0,annually,35000.0,0,0,2,0,1
153,p_4af7ad94b7d4ebd5,Développeur C++/Qt H/F,ALTEN,Toulouse (31),32 000 € par an,"Pour accompagner l'un de nos leaders du marché ""flight ops"" toulousain, dans le développement d'une de ses applications permettant de dématérialiser toute la documentation technique des vols, nous recherchons un développeur C++ H/F. Cette application permet de rendre accessible aux pilotes le plan des vols, les notifications importantes et d'avoir accès aux informations pertinentes de l'avion, en temps réel. Vous intervenez dans une équipe structurée, d'une dizaine de personnes, fonctionnant en méthode AGILE, où chacun amène ses compétences et ses appétences. En tant que développeur C++/QT/QML vos missions seront de : Développer la partie front et back de l'application Être force de proposition quant à l'implémentation des fonctionnalités Travailler en collaboration avec les équipes de tests et les product owner Être impliqué(e) dans des scrum daily meeting afin de présenter les résultats quotidiens Profil Diplômé(e) d'une école d'ingénieur ou d'un bac+5 universitaire, vous avez le sens du conseil et du service. Un background technique en informatique est demandé ainsi qu'une bonne maîtrise de l'anglais (oral et écrit). Enfin vous avez le sens de l'organisation, vous êtes proactif(ve) et vous avez une orientation résultats. Ce poste est à pourvoir en CDI, à temps plein, sur la région toulousaine. Type d'emploi : Temps plein, CDI Salaire : 32 000,00€ /an Expérience: développeur c++/qt h/f ou similaire: 1 an (Souhaité) Formation: Bac +5 (Master / MBA) (Requis) Langue: Anglais (Requis)",18/09/2019,Développeur,Haute-Garonne,Toulouse ,31,32000.0,32000.0,annually,32000.0,0,0,2,0,1
154,p_4c86edfa9343147a,Sénior Développeur C#,Approach People Recruitment,Lyon (69),35 000 € - 45 000 € par an,"Approach People est un cabinet de recrutement international qui s’impose aujourd’hui comme un leader du recrutement en Europe. Nous travaillons en étroite collaboration avec les plus grandes multinationales et les plus talentueuses Start-ups pour chercher et trouver les talents de demain. Notre expertise en recrutement associée à 20 ans d’expérience nous permet de placer nos candidats dans les entreprises qui leur offrent les meilleures opportunités de carrière. Mon client est une entreprise innovante composée d’équipes passionnées et créatives. Afin de renforcer son équipe de développement, je recherche un Senior Développeur C# H/F à Lyon. Pourquoi rejoindre cette l’aventure ? L’ambiance : conviviale et décontractée, où la cohésion d’équipe est mise au premier plan L’équipe : composée de personnes recrutées pour leurs compétences mais aussi leurs valeurs humaines L’activité : vous serez au cœur de l’innovation et veillerez à l’amélioration continue Les avantages : rémunération attractive en CDI + TR, Chèques Vacances/Cadeaux + Prime d’intéressement en fonction des performances de l’entreprise La localisation : Dans un quartier lyonnais dynamique et à proximité du Parc de la Tête d’Or Vos missions Intégré(e) au sein de l’équipe IT composée de brillants Développeurs vous œuvrerez sur des projets à forte valeur ajoutée pour le compte de clients issus des secteurs du e-Commerce et de la Supply Chain. En qualité de Développeur C# (H/F) : Vous participerez à création de nouvelles fonctionnalités Vous développerez et intégrerez les améliorations dans l’environnement déjà existant Vous serez en charge de la maintenance et de l’optimisation des solutions afin d’accompagner la montée en charge des services Vous travaillerez en mode Agile Vous, vos expériences et vos qualités Tout d’abord, vous devez apprécier l’environnement de travail Agile. Ensuite, vous justifiez impérativement d’au moins 5 ans d’expériences en tant que Développeur C#. Vous aimez travailler en équipe, « brainstormer » pour faire émerger de nouvelles idées. De nature curieuse, enthousiaste et rigoureuse, vous êtes force de proposition et disposez d’un esprit d’analyse et de synthèse. Vous vous positionnez comme un collaborateur proactif dans votre équipe. Vous disposez d’un niveau de formation Bac+2 minimum en Informatique. Environnements techniques nécessaires à votre réussite .NET C# (Exigé) Maîtrise de l’environnement Visual Studio (Exigé) NET, HTML, CSS, JavaScript, AJAX (Exigés) MySQL (Apprécié) Compétences sur la qualité logicielle : intégration continue, tests unitaires (Appréciés) Vous vous reconnaissez dans cette annonce ? Vous avez envie d’intégrer une entreprise à la croissance rapide, dynamique ? N’attendez plus pour m’envoyer votre CV ! Type d'emploi : Temps plein Salaire : 35 000,00€ à 45 000,00€ /an Expérience: sénior développeur c# ou similaire: 5 ans (Requis)",07/10/2019,Développeur,Rhône,Lyon,69,35000.0,45000.0,annually,40000.0,1,1,2,3,1
155,p_4c92050f8704b20c,Developpeur Web H/F,iLM UMR5306,Villeurbanne (69),1 784 € par mois,"L’Institut de physique UMR5306 CNRS. L’Institut lumière matière (ILM) est une unité mixte de recherche CNRS qui s’étend sur plusieurs bâtiments du campus Lyon Tech-la Doua à Villeurbanne. Afin de renforcer le pôle de développement WEB de l'ILM, nous recherchons un développeur/intégrateur possédant de bonnes connaissances dans les CMS (Joomla, WordPress etc.) et dans l'évolution d'applications WEB déjà implémentées dans l'institut. Vous aurez en charge l'évolution des développements d'applications dynamiques codés en PHP, HTML, JavaScript. Veuillez indiquer quelques liens d'applications WEB ou sites Internet que vous avez réalisé (perso, association ou site pro acceptés). Connaissances exigées : - Maîtrise des langages de programmation PHP, HTML, CSS3, Javascript. - Connaissance des outils de versioning (GIT, Gitlab) Connaissances souhaitées : - Connaissance d’applications base de données (MySQL, SQL et PostgreSQL). - Connaissance du Design Pattern MVC (Model-View-Controller). - Bonne connaissance de Jquery, de Bootstrap et du Responsive Design. - Connaissances des systèmes d’exploitation usuels et notions sur les serveurs. - Anglais technique pratiqué. Savoir-faire : - Utilisation d’un outil de type framework (Symfony etc.) est un plus. Savoir être : - Avoir de bonnes capacités d’analyse et de conceptualisation. - Être organisé et posséder une réelle autonomie de ses activités dans un contexte collectif. Vous travaillerez dans un cadre de travail agréable avec une équipe dynamique et surtout dans une bonne ambiance. Type d'emploi : CDD Salaire : 1 784,00€ /mois Expérience: HTML/CSS: 3 ans (Requis) Informatique: 3 ans (Souhaité) Développement Web: 3 ans (Souhaité)",19/09/2019,Développeur,Rhône,Villeurbanne ,69,21408.0,21408.0,annually,21408.0,0,0,2,0,1
156,p_4d4ee63d56ba65ba,DÉVELOPPEUR BDD ET BACKEND PHP (H/F),L.I.P,Lyon 3e (69),30 000 € - 38 000 € par an,"69003 - Lyon-3e-Arrondissement CDI BAC+2/Technicien 2 à 5 ans Poste LIP Solutions RH est la branche Tertiaire & Ingénierie (CDI et Travail temporaire) du Groupe LIP et compte aujourd’hui 21 bureaux en France et 60 consultants experts. LIP Solutions RH, est la Branche Tertiaire et ingénierie du Groupe LIP (intérim, CDD, CDI, réseau indépendant de 77 agences et de 300 permanents, 200 millions de CA en 2017, + de 20 000 intérimaires délégués en 2017).  LIP Solutions RH Lyon – Pôle informatique et Télécommunications - recrute, pour le compte de son client - un Développeur BDD et Backend PHP H/F.  Basé à Lyon, rattaché directement au chef de projet iDocteur, vous gérez l'intégration des nouveaux clients qui migrent leur cabinet sur un logiciel full web en mode SAAS. Vous participez donc à l'analyse de leur structure de données, à la création/modification d'un ETL de récupération de ces données. Vous participez aussi au développement de fonctionnalités pour le logiciel.  Vos attributions peuvent vous amener à participer à : L'analyse de structure de BDD Les spécifications Le développement d'ETL L'architecture/conception Le développement de fonctionnalités Le déploiement de données sur les serveurs de production La formation et interface avec le client Profil recherché Titulaire d'un bac+2 minimum avec une expérience de 1 an minimum ou de formation moindre mais avec une meilleure expérience métier.  Vous avez une bonne connaissance et pratique de l'informatique, passionné d'informatique, motivé et dynamique, vous : Avez une certaine connaissance du back-end PHP objet notamment avec l'aide de frameworks (notamment dans le cadre de single page applications) Avez une connaissance avancée en MySQL (et/ou d'autres technologies PostgreSQL, MongoDB...) faites preuve de très bonnes capacités relationnelles et rédactionnelles possédez le sens des responsabilités et de l'implication nécessaires à une structure de taille humaine  Les plus qui pourraient appuyer votre candidature : Vous faites de la programmation en ""personnel"" et avez été en contact avec de multiples langages et savoir-faire autrement qu'à l'école. Vous avez une expérience du chargement/déchargement de données depuis des environnements de bases de données différents. Vous avez déjà travaillé avec un ETL (Talend Open Studio ou autre) Vous avez une connaissance de base de Java Rémunération 30-38 K€",27/09/2019,Développeur,Rhône,Lyon,69,30000.0,38000.0,annually,34000.0,0,0,2,0,1
157,p_4e1b6185ceb9f43d,DATA ANALYST CRM (H/F),Urban Linker,Paris (75),45 000 € - 50 000 € par an,"DESCRIPTIF DE LA SOCIETE Notre client est un acteur du digital spécialisée dans la location d'appartements meublés. Depuis une vingtaine d'années, cette belle structure accompagne les professionnels et étudiants internationaux dans leur installation à Paris. DESCRIPTION POSTE Ton rôle sera d'optimiser la relation client et accompagner la croissance de la société, en utilisant les nombreuses données à ta disposition. Répondant au Directeur Commercial, tes missions seront les suivantes :  Sur la partie CRM :  Définir et mettre en place la stratégie de collecte de données, de fidélisation et élaborer le plan PRM / CRM à destination des prospects et clients  Gérer la base de données users et identifier les segments potentiels prospects et clients  Adapter la communication CRM aux besoins de l’équipe marketing, travailler sur la satisfaction client avec les équipes, les offres promotionnelles et campagnes : définition des offres, création éditoriale, paramétrage dans l’outil de marketing automation et gestion des envois  Travailler avec les commerciaux de comprendre leurs besoin CRM et identifier des outils digitaux pouvant les aider à atteindre leurs objectifs business  Assurer un reporting fiable, synthétique et régulier des actions menées en vue de mettre en œuvre des optimisations.  Business analyse  Acquérir une bonne compréhension des enjeux stratégiques et business de la société  Identifier les différentes sources de données interne et externe et les structurer  Recueillir les besoins d’analyse auprès des équipes commerciales, marketing et gestion  Construire les tableaux de bord de pilotage de l’activité  Mener les analyses ad-hoc et synthétiser les résultats PACKAGE Une rémunération fixe de 45-50k€ brut / an Tickets restaurant Mutuelle LES + Une société qui digitalise le secteur de l'immobilier Une équipe multiculturelle Boissons chaudes et snacks / fruits à volonté Des soirées organisées régulièrement Une vraie salle de pause (baby foot + table de ping pong) PROFIL RECHERCHE Tu as déjà minimum 3 ans d'expérience sur des missions data / CRM, de préférence au sein d'une structure web / e-commerce en B2C Tu sais faire des requêtes SQL pour aller puiser les données pertinentes Tu sais déjà manier un outil de dataviz (Tableau par exemple) La pratique de l'anglais serait un plus",07/09/2019,Data,75,Paris,75,45000.0,50000.0,annually,47500.0,2,1,0,3,2
158,p_4e3ff3315ec648d7,Développeur d'applications Mobiles,Sept Lieues,Paris (75),45 000 € - 60 000 € par an,"Editeur de logiciels leader sur le marché des applications mobiles et projets mobilités des entreprises. PME en forte croissance, filiale d'un grand groupe. Gold Partner Microsoft et Xamarin Partner. 45 personnes dont 25 à la technique. LE POSTE / LES MISSIONS Vous avez la responsabilité du développement et de l'intégration des applications innovantes :  Vous intervenez sur les différentes phases des projets : analyse et conception, développement test/recette et livraison Vous développez des interfaces dédiées aux terminaux mobiles iOS Vous mettez en place des architectures robustes Vous développez des interfaces utilisateur dynamiques et ergonomiques en collaboration avec les designers Vous organisez le versioning SVN Vous gérez les aspects certification et distribution Vous assurez la liaison entre le code natif et Xamarin PROFIL RECHERCHÉ Vous êtes ingénieur ou de formation équivalente en informatique Vous justifiez d'une expérience d'au moins 3 ans en développement iOS Vous maitrisez les différentes versions iOS ( 6 à 10 +), les frameworks, les outils et les architectures iOS Vous avez acquis les méthodologies de modélisation UML, les écritures de tests unitaires et la qualimétrie de code  Compétences techniques requises : Langages : C#, Objective-C, Swift Bases de données : SQLife, SQL Server Outil : X-code  Une expérience en Xamarin serait un plus",07/09/2019,Développeur,75,Paris,75,45000.0,60000.0,annually,52500.0,3,1,0,1,3
159,p_4e4c1b98e1b9a42f,Développeur .NET H/F,Tenor EDI Services,Paris 11e (75),40 000 € - 55 000 € par an,"Vous ! Vous êtes un vrai développeur .NET passionné par le code, dont le profil est désormais « expert ». Vous êtes rigoureux, autonome et enthousiaste. Vous avez le goût de l’organisation et de la méthode, Vous êtes désireux d'intégrer une équipe à taille humaine dynamique et aussi passionnée que vous. Votre mission ! Rattaché au responsable du Service Développement (10 personnes réparties sur 2 sites), vous travaillerez à l’aide des méthodes agiles et vous participerez au développement de notre produit DEX (solution d’échanges de données entre applications). Selon votre profil, vous aurez la possibilité d’évoluer vers un rôle de chef de produit. Nous sommes éditeur de logiciels, il n’y aura pas déplacement chez les clients à prévoir. Titulaire d’un BAC+2 en informatique, vous justifiez d'une expérience professionnelle d’au moins 6 ans en développement. Vos compétences requises ! Forte expertise .NET (C#, ASP.NET core, WPF, WCF, Winforms, ADO.NET, Visual Studio) Bonnes connaissances en base de données (peu importe la base de données : Oracle, MSSQL, MySQL….) Capacité d’analyser et d’estimer des tâches Vous en avez d’autres, c’est un plus ! Anglais technique Framework Razor (moteur de template) Framework Bootstrap (HTML, CSS, JS) Framework Knockout (MVC) Connaissance d’au moins un de ces domaines : EAI, ETL, EDI, ESB, MDM Connaissance du langage DELPHI Votre écosystème ! Reconnue depuis plus de 30 ans dans le domaine de EDI (Échanges de Données Informatisées) Tenor EDI Services accompagne ses clients dans la mise en œuvre de solutions EDI en mode SaaS et en mode On Premise ou de Web EDI, sur des projets de dématérialisation de factures mais aussi sur la création et le développement de solutions et portails logistiques. En 2019, Tenor EDI Services accélère sa croissance et étend le champ de son offre avec l’acquisition de l’offre EAI – DEX DATA EXCHANGER. La solution DEX est l’outil de prédilection des DSI pour contrôler les échanges et interfacer les différentes sources de données de leur entreprise. Avec aujourd’hui plus de 2000 clients répartis dans plus de 50 pays, et le traitement de 10M de messages traités, Tenor EDI Services s’adresse à tous les secteurs d’activité : automobile, aéronautique, grande distribution, industrie, prestataires logistiques, etc. Pourquoi venir chez nous ? Un bureau fantastique au cœur de Paris Bastille - Des échanges au jour le jour avec des collègues impliqués dans la satisfaction clients - Une forte croissance, avec des performances répétées depuis 5 ans (CA ä 20 %) - Des solutions fantastiques, des clients prestigieux - Une formation à l’EDI - Une entreprise à taille humaine - Une culture favorisant le développement des personnes - Des perspectives d'évolution - Une pause fruitée hebdomadaire - Des événements salariés. Type d'emploi : Temps plein, CDI Salaire : 40 000,00€ à 55 000,00€ /an",13/09/2019,Développeur,75,Paris,75,40000.0,55000.0,annually,47500.0,2,1,0,3,2
