_id,Title,Company,Location,Salary,Description,Date,Job_Search,Department_Search
p_b7a31f1d11f63eee,Data Analyst F/H,Kereon Intelligence - ROSH SAS,Paris 1er (75),,"En tant que  Data Analyst  , vous aurez l’opportunité d’intervenir à toutes les étapes de la chaîne de données :  Analyse des architectures de données client  Préparation de données (Data Wrangling)  Visualisation des données (Business Intelligence, Data Viz)  Implémentation de solutions orientées Data Science (Machine Learning, NLP,)…  Mise en œuvre de solutions Data partenaire (AWS, Elastic,…)  En tant qu’  Expert Data  , vous guiderez vos clients dans la démarche  Intuitive  afin de les aider à appréhender leur patrimoine de données et vous les formerez sur les technologies dont vous êtes expert.  En tant qu’  intrapreneur  , vous serez à l’écoute de vos clients pour leur proposer des solutions au-delà de leurs attentes initiales, vous serez force de proposition pour faire évoluer Kereon Intelligence et vous participerez activement à la vie de l’entreprise.  Dans un  premier temps,  vous serez en mission chez un de nos clients qui a besoin de l’expertise d’un Data Consultant.  Dans un  second temps  et en parallèle de votre intervention en clientèle, vous participerez aux autres missions de Kereon Intelligence en interne (R&D, développement des solutions partenaires) et externe (missions de conseil, formations, prestations techniques) Profil recherché Vous êtes  curieux  et avez une appétence pour la Data sous toutes ses formes  Vous êtes convaincu de l’importance de la  Data Littératie  en entreprise  Vous connaissez Alteryx ou éventuellement d’autres solutions de  Data Prep  telles que Trifacta ou les librairies Pandas et NumPy  Vous connaissez des outils de  Data Viz  tels que Tableau, Qlick, Power BI, Spotfire  Qualités Relationnelles, Créativité, Esprit d’entreprendre, Motivation, Curiosité, Rigueur, Capacité d’analyse et de synthèse, Prise d'initiative, Esprit d'équipe Entreprise Kereon Intelligence est le cabinet Data qui aide les entreprises et collectivités à révéler et exploiter leur patrimoine de données.  Nous avons créé la méthodologie Intuitive qui permet à chacun de développer une approche personnalisée. Accessible à tous, elle repose sur 4 principes directeurs et aide nos clients à transformer leurs données en valeur de développement et de croissance :  Apprendre, Expérimenter, Structurer et Gérer  .  Conseil et Réalisation, Recherche et Développement, Formation et Coaching  , vous serez transverse sur ces différents pôles.  De  5 associés à 20 Collaborateurs  en 2 ans  , Kereon Intelligence est déjà un acteur local incontournable de la Data et aspire à le devenir à l’échelle nationale et internationale. Nous avons déjà des bureaux à Niort, Bordeaux, Brest, Paris, Nice et Salt Lake City. Notre ambition n’a pas de limite !  Au programme chez Kereon : Une culture bienveillante et à l’écoute  Une organisation en guildes où chacun fait profiter les autres de son expertise mais peut également développer de nouvelles compétences en fonction de ses envies.  Des missions variées et la promesse d’apprendre en continu, notamment sur les nouvelles technologies du moment  La possibilité de télé-travailler quand la mission s’y prête",25/09/2019,Data,75
p_7f48a2bdfc7e8208,Data Analyst F/H,ACII,Paris 13e (75),,"ACII recrute pour l'un de ses clients dans le secteur bancaire un Data Analyst (F/H) avec des compétences techniques BI.  Intégré au sein d'une équipe Agile et en étroite collaboration avec un chef de projet MOE, vous serez en charge d’assurer le bon fonctionnement, la maintenance évolutive et corrective des solutions BI.  Vos missions seront de: Proposer et mettre en œuvre des solutions de contournement en ligne.  Etablir des modes opératoires et identifier les axes d’amélioration.  Analyser les anomalies détectées par le métier.  Résoudre les incidents et les formaliser en solutions techniques.  Assure la communication et établir un reporting de l’activité.  Administrer, faire évoluer, consolider les outils de reporting et contrôle de la qualité des données.  Faire appliquer les normes et processus de livraison aux équipes projets.  Assurer l'accompagnement post-production des métiers.  Rédiger et mettre à jour l’ensemble des documentations du pôle. Profil recherché De formation Bac+ 4 / 5 en informatique (Data, BI...) vous justifiez d'une expérience confirmée sur un même type de poste.  Familiarisé au fonctionnel vous êtes bon communiquant, curieux et avez le sens du service. Vous possédez également des connaissances en ETL, Talend et SSIS.  Les environnements que que vous rencontrerez sont les suivants:  SQL  Microsoft SQL Server 2012  Microsoft SSIS  Talend Entreprise ACII est une ESN, PME régionale, où vous n'êtes pas un matricule ! Chez ACII  on dit ce que l'on fait et on fait ce que l’on dit  !  Une PME participative et collaborative avec l'esprit ""  corporate  "", récompensé par des primes nombreuses et variées.  L'important pour nous est que votre métier ne soit pas seulement 'alimentaire', c'est une  passion  .  Votre envie d'élargir vos compétences sera gâtée par nos principaux projets de  formation  .  Nos choix répondent à notre  stratégie  , que nous construisons en tenant compte de  vos souhaits  d'évolution.  A compétences égales  La politique d'embauche d'ACII vise à améliorer la représentation des  personnes handicapées  au sein de ses effectifs.",25/09/2019,Data,75
p_f309ce0314596ab7,Consultant Data / Entrepreneur (CDI),CARTELIS,Paris (75),,"CDI Paris À propos Cartelis est un cabinet de conseil digital spécialisé en Data Marketing, avec une forte culture entrepreneuriale. Le cabinet intervient sur des projets de transformation digitale, où les données clients sont au cœur des enjeux : amélioration des parcours clients, architecture DMP / CRM, dispositif de tracking / reporting, etc. Les clients sont très variés, des entreprises de tailles moyennes, surtout Presse / Ecommerce, mais également des sociétés du CAC 40 comme Renault ou AXA, en passant par des startups comme BlablaCar ou Openclassrooms. Le cabinet Cartelis a deux particularités. Il croise les méthodes de cabinet de conseil et d’accélérateur de startups. Cette double culture est très appréciée par les clients qui cherchent à la fois excellence opérationnelle et nouvelles méthodes de travail. L’activité de conseil permet de financer le développement de projets entrepreneuriaux en interne. Cartelis a lancé plusieurs projets media & SaaS en B2B. Tous les consultants dédient au moins 30% de leur temps aux projets de leur choix. Vos Avantages Poste à l’intersection du digital et du conseil, une double-expérience très prisée sur le marché du travail De la startup au grand groupe, la diversité des profils (et donc des missions) clients constitue un environnement de formation riche et stimulant Excellente formation aux méthodes de travail agiles au sein d’une équipe jeune et sympathique Chez Cartelis, la devise « travaillez mieux, vous travaillerez moins » est appliquée chaque jour : en échange d’une implication active et efficace sur les temps de travail, nos consultants terminent généralement entre 19h et 20h 100% du pass Navigo remboursé Découvrir Cartelis Descriptif du poste Accompagné(e) par un directeur de mission, généralement l’un des fondateurs du cabinet, vous interviendrez comme consultant digital & data sur différentes missions. Par exemple : CRM / DMP : cartographie du parcours client, benchmark des solutions, déploiement de programmes relationnels, co-pilotage CRM et amélioration continue, etc. Webanalyse : audit de conversion, mise en place Tag Manager & Analytics, structuration d’un dispositif de reporting (QlikView, Google Data Studio), etc. Lead generation : Plan de collecte, optimisation de la conversion, modèles de scoring, CRM onboarding, etc. Profil recherché Jeune diplômé.e d’une grande école d’ingénieur avec une sensibilité marketing, ou d’une grande école de commerce avec une sensibilité technique, vous justifiez d’une expérience de 12 mois minimum dans un cabinet de conseil et/ou en marketing digital. Vous disposez des qualités suivantes : Connaissance approfondie du marketing digital et de ses enjeux Excellentes qualités rédactionnelle et relationnelle Forte capacité d’analyse et rigueur intellectuelle Autonomie et sens de l’organisation Esprit entrepreneurial",26/09/2019,Data,75
pj_e3969168ec6c1ca7,Ingénieur Expert Cur Réseau Data (Packet Core),UCC EXPERTS,Paris (75),,"Nous recherchons un Ingénieur Expert Cur Réseau Data expérimenté pour renforcer notre équipe existante  Votre Poste : Au sein du département Télécom, vous serez un Référent et Expert sur le cur de réseau Data Mobile. En étroite collaboration avec le pôle d’architectes et au sein d’une équipe d’Ingénieurs Experts, vous aurez à élaborer et documenter les solutions d’ingénierie relatives à l’acheminement de la data sur notre réseau. Ceci tant dans les nouveaux services que dans la consolidation des infrastructures existantes, en accord avec la stratégie de l’entreprise. Vous travaillerez également avec les Chefs de projet, les équipes d’Opérations et les autres Ingénieurs du département Télécom.  Dans ce cadre : Vous devrez d’abord maîtriser les architectures Curs Data (MME/SGSN/SGW, GGSN/PGW, PCC, PCRF, OCS, ) des réseaux mobiles et les technologies IPv4 / IPv6 et comprendre leur implémentation au sein de notre cur de réseau d’opérateur virtuel , Vous devrez concevoir des solutions techniques répondant aux besoins des projets tout en maintenant l’opérabilité de la plateforme Vous devrez documenter chacun des sujets et assurer le transfert de connaissances aux équipes d’opération et support Vous pourrez être amené à collaborer au support sur la plateforme  Votre Profil  Diplômé(e) d’une école d’Ingénieur Logiciel ou Télécom ou équivalent, vous disposez d’au moins 5 à 8 années d’expérience dans les télécommunications, notamment sur les GGSN / PGW.  Vous connaissez les technologies suivantes : Connaissance pratique du routage IP et protocoles associés (BGP, OSPF et autres) Maitrise des architectures et concepts de GPRS/3G/LTE Connaissance des protocoles : GTP, Radius, Diameter et des interfaces Gx, Gy, Gi Capacité à répondre à des échéances courtes et priorités variables Capacité à se déplacer sur site si requis Connaissance pratique des éléments de cur de réseau mobile suivants : PGW/GGSN Serveur Radius DRA/DEA Expérience en IPv6, CGNAT et/ou technologies firewall  Votre curiosité naturelle vous permettra d’être à l’écoute des évolutions de l’industrie et vous avez le goût de l’innovation Vous êtes passionné(e) par les ingénieries des services telecoms, curieux(se) et force de proposition, vous aimez mettre au point des solutions innovantes. Vous êtes capable de communiquer avec les différents acteurs de l’entreprise, à l’oral aussi bien qu’à l’écrit. Vous êtes organisé (e) et rigoureux (se) mais également à l’aise dans un environnement très dynamique.  La maîtrise courante de l’anglais est indispensable pour ce poste.",,Data,75
pj_abd94e255dde008f,Architecte Big Data (H/F),Acensi Finance,Paris (75),,"ACENSI c’est 115 M€ et 1200 collaborateurs qui s’impliquent sur des projets d’expertise et d’innovation sur les secteurs Télécoms, Energie, Médias, Banque Finance et Assurance. Transformation numérique, digital, big data, mobilité, cloud, hacking… n’ont plus de secret pour eux. Classée parmi les 100 plus belles entreprises de France depuis 2013, ACENSI est une championne de la croissance et intervient activement sur les projets stratégiques de ses clients en France, en Belgique et au Canada. Une trajectoire dynamisée par de nouveaux référencements et des forfaits clés récemment remportés. Poste Dans le cadre de son développement, ACENSI recherche Architecte BIG DATA. Vous êtes Architecte .Net, Java, Web ou Big Data et avez un goût prononcé pour de nouveaux challenges techniques.En dehors des compétences en architecture (Recommandations, Norme, proof of Concept, dimensionnement), vous aimez vulgariser vos connaissances pour un public technique et non technique. Pour ce faire vous évoluerez sur des problématiques d’APisation et de Big Data et devrez : Accompagner les développeurs depuis l’architecture technique jusqu’au déploiement en production Participer à l’implémentation de vos recommandations Mettre en œuvre des outils de monitoring pour améliorer la production Compétences techniques requises : Hadoop, bases de données NoSQL, Machine Learning, constitution de datalake, Spark, Python, Java, distribution Big Data (pour le Big Data) Architecture REST, SOA, Web Services, middleware d’entreprise, développement et debug avancé, servicisation pour l’Apisation du SI Profil: De formation Bac+4/5, vous avez au moins 10 ans d’expériences et souhaitez relever de nouveaux challenges au sein d’une entreprise dynamique et reconnue. Vous avez des compétences en Big Data, ou souhaitez-en acquérir. Rejoignez les équipes d’ACENSI ! Pour en savoir plus sur notre société, vous êtes invité(e) à visiter notre site internet : www.acensi.fr Contact : Envoyez CV et lettre de motivation à Davina PURDESSY, Responsbale Recrutement, davina.purdessy@acensi.fr en indiquant la référence de l’offre « Architectebigdata/DP».",,Data,75
pj_361e04cdc11ac020,Data Analyst / Chef de projet informatique BI (h/f),FED IT,Paris (75),60 000 € - 62 000 € par an,"Fed IT, cabinet de recrutement spécialisé dans les profils informatiques, recherche pour son client, cabinet de conseil en finance, un(e) Chef de Projet Data. Au sein du cabinet et de l'équipe Data, vous participez à la mise en oeuvre opérationnelle de plans de transformation d'entreprises sous performantes ou en retournement. A ce titre, vos missions sont :  Mener des projets d'analyse et de datamining à partir des données à votre disposition au sein de l'entreprise-cliente : création d'outils de BI performants, segmentations clients/produits, reporting analytiques, prévisions de ventes et atterrissages intermédiaires... Mettre en oeuvre des projets économétriques : exploration et construction de BDD qualitatives, data management, modélisation statistiques, création d'algorithmes... Identifier par vos analyses les leviers d'actions permettant le retournement et synthétiser vos analyses en les rendant abordables pour des non-initiés. A ce titre, vous interviendrez fréquemment en équipe et au sein des entreprises clientes, en accompagnant les dirigeants et les équipes opérationnelles dans des situations à forte criticité. De formation supérieure en informatique (MIAGE, Computer science, Statistiques...), vous êtes fort(e) de 5 ans d'expérience dans la business intelligence, la conception de bases de données et l'analyse de données complexes.  Vous disposez d'une bonne appétence pour le secteur financier et pouvez compter sur vos excellentes qualités relationnelles afin de communiquer avec les clients.",,Data,75
pj_1abf86c149a87a0d,Technicien data center,APTECH,Paris (75),28 000 € par an,"APTECH (310 collaborateurs) est une ESN spécialisée sur les métiers techniques dans les environnements IT, Télécoms et Industrie. Filiale du Groupe ALTEN (1,8Mds de CA et 24 000 salariés), APTECH accompagne les Directions Techniques et les Directions des Systèmes d'Information dans leurs projets de conception, d'études et de support. Nous recherchons plusieurs Techniciens Data Center en Île-De-France. Vos missions consistent à : • Racker / Deracker • Installer dans les baies, les serveurs ou tout type de matériel informatique comme Switch, Routeur, Firewall… • Désinstaller le matériel • Câbler sur du matériel en salle serveur : Fibre optique, RJ45 • Résoudre différentes anomalies (Serveur qui ne démarre pas, disque sur serveur HS, port de Switch HS, câble RJ/Fibre HS à changer…) • Savoir analyser les différents états des équipements de l’environnement technique (climatisation, alarme incendie, coupure électrique, fuite d’eau).  Issu(e) d’un bac +2, vous justifiez d’une expérience dans un métier similaire. L’anglais technique est nécessaire pour certains postes.",,Data,75
pj_22353a43932262b7,architecte informatique Big Data,T&T Consulting,Paris (75),50 € par heure,"Expériences et connaissances requises  Dans un contexte de technologies avancées, le profil recherché doit avoir : 10 ans d’expérience en architecture de systèmes complexes, dont une expérience récente dans le domaine du Big-Data Une maîtrise de plusieurs technologies de data science et des approches plateforme : Traitements batch, micro-batch et streaming Technos big-data : ETL, Kafka, Hadoop, SQL et NoSQL, Neo4J, Spark, ElasticSearch Technos de dataviz Plateformes de fusion de données  Une maîtrise des Technos Cloud : VM, Containers, Kubernetes, micro-services, Cloud publiques et privés, etc. Fait une mise-en-uvre de traitements IA : Machine Learning, Tensorflow, NLP, analyse d’images, analyse de graphes, etc. Une bonne connaissance de l’anglais pour la production documentaire  Langue : Anglais",,Data,75
pj_b331d780bcbeab95,Senior Data Scientist Manager (H/F),Michael Page,Paris 1er (75),,"Au sein de l'équipe Data Science composée de 30 personnes, dont plus de 15 data scientists travaillant sur le NLP, le Computer Vision et les séries temporelles, en tant que Senior Data Scientist Manager vos missions sont les suivantes : Manager une équipe de data scientists - NLP ou Computer Vision Piloter des projets de données massives en s'appuyant sur des outils existants de méthodes d'apprentissage, d'intelligence artificielle et d'économétrie. Projets intégrés à la plateforme d'Intelligence Economique Interagir avec des clients et des experts métiers pour créer ou améliorer de nouvelles gammes de produits, par exemple la plateforme d'intelligence économique, Explorer et évaluer des sources des données disponibles afin de créer de nouvelles applications Le poste est basé dans le 2ème arrondissement de Paris.  Profil : Titulaire d'un Bac+5 minimum en mathématiques ou en physique, vous disposez d'au moins 5 ans d'expérience en tant que Data Scientist et 2 ans expérience minimum en management. Compétences requises : méthodes de Machine Learning pour la classification/regression (Random Forest, boosted trees, clustering). Selon la spécialité : NLP (embedding, attention networks), Computer Vision (réseaux de neurones Deep Learning, modèle Tiramisu, ...) Conditions et Avantages  NC  Entreprise : Michael Page Michael Page Systèmes d'Information est un cabinet de recrutement dédié à la sélection de cadres confirmés et dirigeants dans les domaines de l'IS&T et du Digital pour des clients finaux. Notre équipe de Consultants est elle-même issue du monde IS&T. Notre expertise et nos outils de sourcing novateurs nous permettent d'identifier et de sélectionner les profils les plus pertinents pour nos clients. Notre client, FinTech spécialisée en Intelligence Économique recherche un Senior Data Scientist Manager.  Métier : Études et prospectives socio-économiques - Organisation et études - Support à l'entreprise - Data scientist",,Data,75
p_dc8ab80705cec267,Data Engineer,FOVEA PROCESS,Paris 1er (75),,"Référence : CTDM2019 Notre mission ? Des projets à forte valeur ajoutée pour accroître la performance et la compétitivité des entreprises, faciliter et accélérer leur transformation.  Notre expertise depuis plus de 15 ans. Le conseil et l'intégration de solutions innovantes autour de trois domaines : Data Intelligence, Business Intelligence et Big Data & Analytics Digital Experience Conseil, Stratégie & Performance Digitales Conseil en Management & Transformation Pilotage de la Performance & Accompagnement des Projets  Tu souhaites collaborer sur des projets data ayant des problématiques variées ( Data integration, ESB, Big Data, IOT...) sur lesquels tu seras, entre autres, amené(e) à développer :  Des flux d’alimentation et de reprise de données Des échanges de données asynchrones pour alimenter des bases de données Des échanges de données synchrones au travers de Web services SOAP et REST Tu réaliseras également Les tests unitaires et la documentation associée aux développements réalisés Les procédures de déploiement Le support aux utilisateurs  Tu as le sens du service et souhaite intégrer une société agile et compétente où tes qualités professionnelles seront reconnues et cultivées, où tes qualités personnelles seront développées et pourront s’épanouir, où tes compétences seront élargies et enrichies.",27/09/2019,Data,75
p_6890c3ebf52e6880,Data ENGINEER H/F,Nexton Consulting FR,Paris (75),,"DESCRIPTION DE L'OFFRE NEXTON, leader du conseil digital opérationnel recrute un DATA ENGINEER H/F, en CDI, à Paris !  Qui sommes-nous ? NEXTON accompagne les pure players digitaux et grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile. NEXTON vous propose : une diversité de projets et d’environnements de travail (Orange, Groupe Bollore, BNP, Total…) un programme de suivi de carrière sur-mesure associé à une politique de formation dynamique des moments de rencontres lors d’événements extra-professionnels tout au long de l’année  Alors pourquoi ne pas commencer votre carrière chez NEXTON par ce poste ?  Chez notre client, acteur majeur du secteur bancaire, vous travaillerez en étroite collaboration avec des développeurs et des data scientists Vos missions : Réaliser les développements des systèmes de collecte et de traitement de données sensibles Veiller à la bonne performance des pipelines de données en fonction des besoins métiers. Contribuer à la mise à disposition des données au travers d'outils d'exploitation simples et rapides pour les clients. Etre en support aux data scientists afin de leur fournir les outils et données leur permettant de réaliser leurs investigations. Contribuer à l'automatisation et à l'exploitation (résolution incident, évolutions, fix bug) des développements. Etre force de proposition sur les améliorations/optimisations des chaines de traitement des données  PROFIL REQUIS Issu(e) de formation supérieure (Bac+5), vous justifiez d'une expérience significative sur un poste similaire. Vous maîtrisez les outils suivants : SQL / NoSQL ETL Hadoop connaissances des langages Python, C ou C++ Vous êtes un développeur(se) applicatif intime avec l’administration des infrastructures informatiques? La data est votre ""dada""? Alors postulez!",28/09/2019,Data,75
p_0de42196101b740a,Consultant Débutant – DATA Analyst - 2020 / 2021 - Paris – H/F,EY,Paris (75),,"EY poursuit sa stratégie et conforte sa position de leader dans l’audit des grands comptes en étant le numéro 1 sur le commissariat aux comptes du CAC 40 et du SBF 120 (avec 100% de renouvellement de nos mandats en 2014).  EY apporte des réponses techniques et technologiques aux problématiques business de groupes internationaux. j Cette annonce concerne en particulier notre activité d’IT Forensic qui couvre l’activité d’audit et de lutte contre la fraude. Vos missions  Intégré(e) dans notre équipe IT Forensic, vous travaillerez sur des cas concrets d’analyse de données lors d’investigation de fraude ou de conformité légale (SAPIN2, GDPR, Secret des affaires etc…) Vous analysez aussi des volumes de données importants en travaillant sur les opérations et les résultats financiers de nos clients (Groupe internationaux, CAC 40, …).   Vous apprenez à maîtriser les différentes technologies et architectures utilisées par nos clients (ERP, bases de données, etc..) et vous adaptez, si besoin est, les moyens d’analyse des données.  Vous investiguez sur des suspicions de fraudes en développant des outils agiles: collecte de données, traitement de données et data visualisation.  Vous intervenez dans un contexte international lors de missions avec vos collègues d’autres pays et vous êtes parfois relation directe avec nos clients étrangers.  Votre profil  Vous êtes diplômé(e) d’une école d’ingénieur ou d’une université (type Master2..) avec une majeure en système d’information ou en datascience.  Vous avez jusqu’à 2 ans d’expérience en cabinet d’audit et de conseil en système informatique ou dans des services fonctionnels de grands groupes. Vous maîtrisez divers des langages de programmation par ex : SQL, JAVA, PYTHON, etc…  Vous avez des connaissances avancées en mathématiques/statistiques.  Vous connaissez les problématiques inhérentes aux systèmes informatiques et vous avez une appétence pour les problématiques financières et un gout pour l’investigation.  Vous êtes curieux, dynamique et vous souhaitez vous investir dans une offre de services en fort développement. Votre rigueur et votre autonomie vous permettent d’intervenir pour gérer des problématiques métiers et informatiques dans des situations variées dans différents secteurs d’activités et dans des situations complexes. Vous êtes mobile en France comme à l’étranger.    EY rassemble aujourd’hui 262 000 associés et collaborateurs à travers le monde dans plus de 150 pays. Grâce à ce réseau, dont le niveau d’intégration et l’ampleur internationale sont gages d’une même excellence partout dans le monde, EY renforce sa position de leader mondial de l’Audit, du Conseil, des Transactions, de la Fiscalité et du Droit. Nous faisons grandir les talents afin, qu’ensemble, ils accompagnent les organisations vers une croissance pérenne. Et notre engagement envers nos équipes commence avec cette promesse : quel que soit votre parcours avec nous, l’expérience EY dure toute une vie.  Dans le cadre de sa politique Diversité, EY étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap.",24/09/2019,Data,75
p_8e3e0342293fd633,Data Scientist F/H,Kereon Intelligence - ROSH SAS,Paris 1er (75),,"Accompagnement et conseil avec les responsabilités suivantes :  Vous réalisez des modèles et algorithmes complexes ainsi que des analyses prédictives en utilisant des techniques avancées de data-science (machine learning, deep learning, statistique avancée …)  Vous êtes en mesure de comprendre et de vous approprier les besoins et problématiques des différents clients, dans le but de proposer des solutions basées sur l'exploitation des données  Vous analysez des données complexes, structurées ou non structurées (images, sons, langage naturel, séquences ADN, …)  Vous évaluez la pertinence et le niveau de qualité des données nécessaires à la résolution d'une problématique  Vous assurez un rôle d'alerte et de veille active sur l'évolution des techniques de data-science afin de maintenir votre compétence et celle de votre équipe au meilleur niveau Profil recherché Bac + 4/5 en informatique  Compétences  (maîtrise tout ou partie): Maitrise du développement d'algorithmes de machine learning et deep learning  Statistiques inférentielles, analyses multifactorielles, analyse de données multidimensionnelles  R, Python, Tableau,…  Rigueur, capacité d'analyse et de synthèse, force de proposition, prise d'initiatives  Esprit d'équipe, qualités relationnelles  Expérience : Au minimum 2 ans Entreprise Kereon Intelligence est le cabinet Data qui aide les entreprises et collectivités à révéler et exploiter leur patrimoine de données.  Nous avons créé la méthodologie Intuitive qui permet à chacun de développer une approche personnalisée. Accessible à tous, elle repose sur 4 principes directeurs et aide nos clients à transformer leurs données en valeur de développement et de croissance :  Apprendre, Expérimenter, Structurer et Gérer  .  Conseil et Réalisation, Recherche et Développement, Formation et Coaching  , vous serez transverse sur ces différents pôles.  De  5 associés à 20 Collaborateurs  en 2 ans  , Kereon Intelligence est déjà un acteur local incontournable de la Data et aspire à le devenir à l’échelle nationale et internationale. Nous avons déjà des bureaux à Niort, Bordeaux, Brest, Paris, Nice et Salt Lake City. Notre ambition n’a pas de limite !  Au programme chez Kereon : Une culture bienveillante et à l’écoute  Une organisation en guildes où chacun fait profiter les autres de son expertise mais peut également développer de nouvelles compétences en fonction de ses envies.  Des missions variées et la promesse d’apprendre en continu, notamment sur les nouvelles technologies du moment  La possibilité de télé-travailler quand la mission s’y prête",25/09/2019,Data,75
p_6871e4379f355aae,Data Analyst F/H,TIIME,Paris 9e (75),,"Tes missions si tu les acceptes : Mener des analyses exploratoires, des études statistiques profondes et des projets datamining à partir des données disponibles  Contribuer à établir et à évoluer la métrique des performances et les analyses standardisées (le système des KPI)  Proposer les segmentations et les aspects d'analyse pertinents pour le business  Contribuer à la création de tableaux de bord automatisés et à la création d'outils BI performants  Donner l'interprétation des résultats aussi bien que les conditions de validité de ces interprétations  Synthétiser les analyses en les rendant abordables pour des non-initiés  Identifier par les analyses les leviers d'actions à forte valeur ajoutée  Challenger les équipes dans leurs décisions  Identifier les types des données manquants et contribuer à l'enrichissement de base de données  Evangéliser les méthodes statistiques et l'approche 'data driven'  Profil recherché Compétences techniques requises : Etudes supérieures en statistiques  Au moins 5 ans d'expériences dans le domaine  Compréhension approfondie de la probabilité, des méthodes statistiques et des modèles de datamining  Bonne connaissance des astuces et finesses dit statistiques (paradoxe de Simpson, correction de Bonferroni, etc. )  Connaissance de SQL  Idéalement, connaissances de R ou Python  Autres compétences : Capacité à communiquer, à dialoguer, à transmettre les informations  Collaboratif, avec l'esprit d'équipe  Ouvert d'esprit et curieux de nouvelles outils et approches  Méticuleux et méthodique  Autonome, proactif et rigoureux  Capacité de rester productif dans des environnements informels et détendus  Pragmatique - orienté résultats  Ce que Tiime t’offre : Un environnement de start-up made in France en pleine croissance  De l’autonomie avec un champ d’action très large  Environnement Agile avec des collègues souriants et sympathiques  Un cadre agréable en plein coeur Paris (9ème arrondissement)  Participation à des conférences pour se former sur des sujets aussi divers que passionnants  Des parties de baby-foot et de jeux vidéos  Carte de restaurant, remboursement de 50% du pass navigo, mutuelle  Equilibre vie pro / vie perso  Prends part à une aventure humaine au coeur d'enjeux entrepreneuriaux ! Impatient de nous rencontrer ? Nous avons hâte aussi Entreprise Qui sommes-nous ?  Tiime est une start-up de la Fintech qui révolutionne l'entreprenariat ! Notre mission : Libérer l'entrepreneur de la paperasse administrative, comptable et fiscale. Comment ? Tout simplement en éditant ""LES"" applications et plateformes les plus intuitives et optimales grâce à la synergie de nos équipes !  L’expérience utilisateur proposée par Tiime est inédite, notamment grâce à l’usage avancé de l’Intelligence Artificielle qui permet d’automatiser un maximum de tâches administratives fastidieuses.  Tiime a déjà conquis plus de 15 000 entreprises en France.  Nous travaillons sur l'implémentation de l'intelligence artificielle dans le domaine de la comptabilité et nous recherchons un analyste datamining expérimenté pour aider à maximiser l'utilité de nos données. L'équipe data actuelle est composée de 3 data scientists et 2 data ingénieurs.",27/09/2019,Data,75
p_2141e29473544470,Stage de fin d’études Consultant(e) Data Science,Sia Partners,Paris 8e (75),,"Job Description  Pour accompagner son développement, Sia Partners recrute des stagiaires data scientist, en fin d'études. Ils auront pour vocation de prendre en charge, en synergie avec nos différentes practices, les travaux et missions nécessitant la mise en œuvre de modèles complexes pour accompagner nos clients dans leurs problématiques. Machine learning et statistiques : élaboration de modèles explicatifs et prédictifs d'aide à la décision (algorithmes d'apprentissage supervisé et non supervisé, économétrie, prévision, diagnostic quantitatif, ...) Recherche opérationnelle : assistance à la conception et à la mise en oeuvre de solutions d'optimisation sous contraintes et de modèles de simulation Big Data : connaissances algorithmiques pour le traitement de grand volume de données et non structurées Dans le cadre des activités internes du cabinet, votre participation s’articule autour des axes suivants: Le développement ou le renforcement de nos offres au travers de formations, de groupes de travail, de diffusion de support internes et externes... La politique de publication (blogs sectoriels, études, parution presse...) Le développement commercial en contribuant à la définition des besoins et en participant aux actions commerciales.  Qualifications  Bientôt diplômé(e) d'une formation en école d'Ingénieur (X,Centrale, Mines, Telecom ParisTech ...) ou d'une formation de haut niveau dans le domaine du traitement de l'information, de l'ingénierie statistique et de l'économétrie (ENSAE, ENSAI, ISUP, MASTER 2 Ingénierie Statistique) et vous justifiez idéalement d'une première expérience en en Big Data ou Data Science. Vous avez un excellent niveau en statistiques et analyse quantitative (connaissances théoriques et pratiques, intuition, facilité à comprendre des modèles et les appliquer) Vous maîtrisez la programmation en R (ou équivalent : SAS, Matlab…) et possédez des bases solides dans des langages de script (Python, Perl, JS, bash) ou compilés (C++, Java) et/ou avez une expérience dans les environnements UNIX/LINUX Vous souhaitez vous impliquer et prendre rapidement des responsabilités sur des missions à forte valeur ajoutée au sein d’une structure dynamique. Français, anglais professionnel courant indispensable, une troisième langue est appréciée.  Additional Information  Pour plus d'information sur notre practice Data Science, consultez notre showroom dédia: https://datascience.sia-partners.com/en Gratification: 2 666€ brut mensuel Stage avec perspective d'embauche",28/09/2019,Data,75
